frame_idx,time_s,kind,x1,y1,x2,y2
0,0.0,red,341.69099801086094,0.0,359.07112780257086,0.0
1,0.03333333333333333,red,341.6943989456332,0.0,359.0909568552852,0.0
2,0.06666666666666667,red,341.5120842550491,0.0,358.8988242353107,0.0
3,0.1,red,341.4468942420345,0.0,358.82921612673005,0.0
4,0.13333333333333333,red,341.4384678039425,0.0,358.8066010397369,3.9287700587691763
4,0.13333333333333333,green,342.30046696346824,0.0,360.7195621243112,0.0
5,0.16666666666666666,red,341.4183314698056,0.0,358.8157556391585,9.049323147054263
5,0.16666666666666666,green,342.0976704421017,0.0,360.6883683962042,0.0
6,0.2,red,341.2280193641717,1.6883655373024844,358.5509286671851,15.198337170208902
6,0.2,green,341.91293299477525,0.0,360.11918665201347,0.0
7,0.23333333333333334,red,340.90139187506685,7.675193701339143,358.2976880946691,20.297970981802774
7,0.23333333333333334,green,341.40534828309865,0.0,360.03533867640317,0.0
8,0.26666666666666666,red,340.91568153658005,12.792403382262945,358.24214061583615,26.278032839149795
8,0.26666666666666666,green,341.4575857284504,0.0,359.7845180057554,0.0
9,0.3,red,340.70320600966005,18.7444405363391,358.0956040201971,31.492988064763907
9,0.3,green,341.0693867782158,0.0,359.32762469293226,0.0
10,0.3333333333333333,red,340.6943065297207,24.257690034643257,358.0772158089615,37.19227256298802
10,0.3333333333333333,green,340.7664079424334,0.0,358.8554683620255,0.0
11,0.36666666666666664,red,340.3393867113649,29.976357949202395,357.73266390419735,42.70141917161487
11,0.36666666666666664,green,340.31576747131373,0.0,358.49382361639186,0.0
12,0.4,red,339.9224322689866,35.71282245349576,357.32014120851176,48.25906916619111
12,0.4,green,339.9457708570585,0.0,358.17205329132116,0.0
13,0.43333333333333335,red,339.8177290267059,40.823438635500544,357.11731254312696,54.47945700048823
13,0.43333333333333335,green,339.28741302461856,0.0,357.91939026715113,0.0
14,0.4666666666666667,red,339.7836610237122,46.074701375666855,356.85386829994826,60.6242440180255
14,0.4666666666666667,green,339.0776079874564,0.0,357.8411019123507,0.0
15,0.5,red,339.3347266071836,52.10684987954397,356.5745279586887,66.06436423280037
15,0.5,green,338.7887791247676,0.0,357.6354480378805,0.0
15,0.5,green,269.21032902534455,0.0,284.7109739796582,0.0
15,0.5,green,286.0636372569095,0.0,301.2350749742907,0.0
16,0.5333333333333333,red,339.39564070117626,57.41795180615005,356.34027856995476,72.28649411607078
16,0.5333333333333333,green,338.2956121320002,0.0,357.19068288984727,0.4795455827049935
16,0.5333333333333333,green,269.20159737319875,0.0,284.4376565725778,0.0
16,0.5333333333333333,green,285.73578152477,0.0,301.07074879191384,0.0
17,0.5666666666666667,red,339.0771456812712,62.96639363565839,355.78558066277856,78.29823519903564
17,0.5666666666666667,green,337.99568212325227,0.0,356.74964986477,3.337191605585253
17,0.5666666666666667,green,268.6680379381265,0.0,284.3299056501,2.9758651347403324
17,0.5666666666666667,green,285.44481854901136,0.0,300.7476363327027,0.0
18,0.6,red,339.1038175786647,68.50536562852581,355.47550644216324,84.32233306288559
18,0.6,green,337.69691114106774,0.0,356.5815526497406,5.583538787172962
18,0.6,green,268.7156008110038,0.0,284.38193318714764,7.053889818760399
18,0.6,green,285.4190622304234,0.0,300.8332163092389,0.0
19,0.6333333333333333,red,339.16888620873567,74.01903897009642,354.9699894621068,90.40354721075572
19,0.6333333333333333,green,337.5118186832934,0.0,356.3995445026479,7.860457654105677
19,0.6333333333333333,green,267.99432931889,0.0,284.7026466193489,11.294743239171456
19,0.6333333333333333,green,285.07307522321923,0.0,300.41965062672966,1.8037286796406562
20,0.6666666666666666,red,338.80889467231225,79.81629731652279,354.5621261940038,96.23866046274762
20,0.6666666666666666,green,337.0451498691124,0.0,355.9260620612214,10.749025062331249
20,0.6666666666666666,green,267.6030186152487,0.0,284.9445616897984,15.482659835443632
20,0.6666666666666666,green,284.6587632328944,0.0,300.0684597608808,5.060403535025333
21,0.7,red,338.46148796213265,85.70103635206715,354.3050411879102,102.0509270865106
21,0.7,green,336.7171019827683,0.0,355.530100792927,13.509719638754909
21,0.7,green,267.5265784867794,0.0,285.1649096511304,19.679190699379536
21,0.7,green,284.73851248176595,0.0,300.12785917791894,8.407617711730502
22,0.7333333333333333,red,338.60260468816637,91.40605703933505,353.90542175914413,108.13145343693998
22,0.7333333333333333,green,336.3828055173014,0.0,355.21580761086074,16.055362728078943
22,0.7333333333333333,green,267.80865892210255,3.528625458645788,284.5176114104606,23.874181675965982
22,0.7333333333333333,green,284.91308386046956,0.0,300.1465943875231,11.712730885491897
22,0.7333333333333333,green,271.01927445300237,0.0,287.5171634258119,0.0
23,0.7666666666666667,red,337.9596960173699,97.45607865970507,353.65068691322597,113.92586414647229
23,0.7666666666666667,green,336.2422762993506,0.9821383930312138,355.0828824975779,18.649368661461732
23,0.7666666666666667,green,268.27850985213615,7.90584529113165,283.8190464063689,27.98573756273362
23,0.7666666666666667,green,284.76750908302216,0.8112725498221298,300.16060956154746,14.399232651076572
23,0.7666666666666667,green,270.1113986704826,0.0,288.28168305985605,0.0
24,0.8,red,338.1193820766755,103.29484878438157,353.44566840256357,120.00655477672328
24,0.8,green,335.994177614222,3.8280395302049293,354.8897800948287,21.059810832324278
24,0.8,green,268.15391290962845,12.10696042447864,284.05646400363406,32.28421998683285
24,0.8,green,284.88385469468056,3.534609701816029,300.11451882358887,17.77839036440318
24,0.8,green,269.0037229975452,0.0,288.78198756162715,0.0
24,0.8,brown,346.53562557979575,0.0,367.1525595566572,0.0
25,0.8333333333333334,red,337.80480475152825,109.52724026478285,353.8312667858061,125.71567589479974
25,0.8333333333333334,green,335.8682549649034,6.674016912428506,354.760744033641,23.546911710867825
25,0.8333333333333334,green,267.7170260101665,16.356759380936225,283.936492941128,36.60872000016446
25,0.8333333333333334,green,284.82290802968856,6.920191308386549,300.20676538751906,20.57863904339515
25,0.8333333333333334,green,269.0666726801509,0.0,288.16327548827735,2.539776284594023
25,0.8333333333333334,brown,346.5282184827027,0.0,367.1453054963321,0.08947313294260528
26,0.8666666666666667,red,337.4129316947867,115.7504965177722,353.8403200630944,131.49725470698493
26,0.8666666666666667,green,335.7726610725094,9.11464146228626,354.65616692129225,26.512103332344587
26,0.8666666666666667,green,267.0074957524929,20.584535531828067,284.08696945739973,40.980839641261994
26,0.8666666666666667,green,284.72064764313353,9.870960346398618,300.0282425114629,23.890985099870328
26,0.8666666666666667,green,268.78393456068335,0.0,288.3768803885278,6.015491607944973
26,0.8666666666666667,brown,346.47616244974694,0.0,367.08114530651693,4.150733215041693
27,0.9,red,336.77776012623195,122.09445795162144,353.62394073152444,137.1732144459798
27,0.9,green,335.342502384063,12.049824550769433,354.23976491490737,29.03319131534602
27,0.9,green,266.5742663669635,24.89765643743834,283.9463922870668,45.319889331167644
27,0.9,green,284.62014597458705,13.372273087498565,300.03274161294036,26.730233932115006
27,0.9,green,268.1992348750691,0.0,288.4224610190373,9.48837554613164
27,0.9,brown,346.732857409162,0.0,367.3565052584942,8.494736560678264
28,0.9333333333333333,red,336.7100925765232,127.9223937887698,353.31795443942104,143.41596875294806
28,0.9333333333333333,green,335.25350915292637,15.140126564174269,354.07594614422356,31.43283681062222
28,0.9333333333333333,green,266.6979116600348,29.245435740731942,283.7830398710128,49.642365220106846
28,0.9333333333333333,green,284.5715675086887,16.784687314657454,299.98278271339865,29.69946713945039
28,0.9333333333333333,green,268.74929066476886,0.0,288.02258058615257,12.930422528281486
28,0.9333333333333333,brown,347.01052011992533,0.0,367.55046176860674,12.266500963440574
28,0.9333333333333333,brown,281.0718508073445,0.0,299.9835647088785,2.649082248712088
29,0.9666666666666667,red,336.5348762170675,133.65136282121568,352.607933744179,149.79518113196053
29,0.9666666666666667,green,334.8599813019092,18.14644210454553,353.58795397669894,33.9956068426802
29,0.9666666666666667,green,266.62456365273016,33.581446174070926,283.8293712897626,53.99048924818248
29,0.9666666666666667,green,284.5997076744978,19.94560685356855,300.01470535924335,32.94578742787728
29,0.9666666666666667,green,268.95121211926954,0.0,287.4751357070713,16.362689876092322
29,0.9666666666666667,brown,347.2386284094051,2.8988017630605096,367.51280893020635,15.822228867467667
29,0.9666666666666667,brown,280.72460490623564,0.0,299.65732477635106,7.420843413953426
30,1.0,red,336.49667546327976,139.51522228012647,352.01882079329243,156.1041931343882
30,1.0,green,334.76764626042456,21.01330046136396,353.46051182343416,36.72515571890242
30,1.0,green,266.0849769919802,37.96000202049572,283.97544181507675,58.39171573495466
30,1.0,green,284.387763884476,23.57573923473022,299.7184695574387,35.80262396209125
30,1.0,green,268.9584440725618,0.0,287.6566200306991,19.899541181371717
30,1.0,brown,347.1926428258327,7.2707718565751,367.4220793458575,20.011169408287596
30,1.0,brown,280.90954361840176,0.0,299.13401186211485,11.842739009050124
30,1.0,green,265.2615809183008,0.0,283.4650610479686,0.0
31,1.0333333333333334,red,336.17106574459933,145.81191433227934,352.1350437229538,162.0578689919269
31,1.0333333333333334,green,334.64269100609846,24.29644732682977,353.05754766674687,39.13006397743144
31,1.0333333333333334,green,265.5488849242311,42.446862867500364,284.2240923117244,62.77450512422562
31,1.0333333333333334,green,284.3186033150886,27.06671147344359,299.5627269866844,38.86957468743549
31,1.0333333333333334,green,269.63442222681084,0.0,287.047236129797,23.319625990622562
31,1.0333333333333334,brown,347.2594403459373,12.188712248416163,367.123907079669,23.666275896288898
31,1.0333333333333334,brown,280.8791772787447,0.0,299.04673442304625,16.626093679781413
31,1.0333333333333334,green,265.2822533447407,0.0,283.4730851895378,0.0
32,1.0666666666666667,red,336.2213196673776,151.738112860694,351.50898478655546,168.47223846257293
32,1.0666666666666667,green,334.4208875670518,27.04956750107626,352.9016852333503,42.06954510750891
32,1.0666666666666667,green,265.56622745707585,46.861467079029964,283.5044829136172,67.29136199160412
32,1.0666666666666667,green,284.11457043198135,30.089227135517813,299.47480440033854,42.50064700641431
32,1.0666666666666667,green,269.47120781511484,1.2751956098456212,286.6367385718078,26.848205446920563
32,1.0666666666666667,brown,346.9324582023408,15.86021318909228,367.1622027971666,28.60184109229032
32,1.0666666666666667,brown,280.7167879913885,3.6276084508356377,298.6499686761126,21.365579307413483
32,1.0666666666666667,green,265.3296495393286,0.0,283.51115936677553,1.3997762127929025
33,1.1,red,335.92226046093197,158.0657687345146,351.56713999654073,174.5694355525043
33,1.1,green,334.1027655991564,30.066731923299,352.465160494769,44.75837548400936
33,1.1,green,265.19070439353345,51.3816493004718,283.7177348571968,71.74269901117185
33,1.1,green,283.9457697838264,33.38792219549009,299.3190591415053,45.89417480999306
33,1.1,green,269.8624533193581,4.902675353306169,286.5869508803585,30.353616511772426
33,1.1,brown,346.74714891491305,20.00936388085132,367.0594243267017,33.096317174530114
33,1.1,brown,280.6011979172748,8.659276463532679,298.21267393795165,26.062256513353418
33,1.1,green,265.82044502898117,0.0,283.87644403194275,4.879902953379247
34,1.1333333333333333,red,335.87795753590103,164.22026071683396,351.3270435624912,180.85684774011153
34,1.1333333333333333,green,333.79373868746296,32.688764232010776,352.32763807159887,47.86655763003491
34,1.1333333333333333,green,265.07943751595974,55.856721786454784,283.2478802290459,76.27051501454304
34,1.1333333333333333,green,283.77192703018505,36.45259057710086,299.18960707138655,49.5828770979225
34,1.1333333333333333,green,268.8283398293777,8.263459655019197,287.54832614062775,34.177591339527815
34,1.1333333333333333,brown,346.4989835022658,23.68360694461385,367.0484170459447,38.097076144640205
34,1.1333333333333333,brown,280.5164172853386,13.376398194779544,298.4751877875007,31.14106685839916
34,1.1333333333333333,green,265.97303174413383,0.0,283.8790699486685,8.278551506663339
35,1.1666666666666667,red,335.68964757454813,170.3852679908068,350.8443869620285,187.1924276859224
35,1.1666666666666667,green,333.40579536587427,35.77038090827917,351.79665974596526,50.53843906448443
35,1.1666666666666667,green,264.76557057459536,60.39244723715823,282.8343758529735,80.8147546590036
35,1.1666666666666667,green,283.8238718247424,39.8951846474583,299.24116161071487,52.98715690696486
35,1.1666666666666667,green,268.04446753129366,11.803579585836555,287.75773602233346,37.85077207230907
35,1.1666666666666667,brown,346.8463375314289,28.806158028836336,367.1190410010956,41.7233957465172
35,1.1666666666666667,brown,279.9061971074443,17.948094905030437,298.5712754870917,36.453526721757356
35,1.1666666666666667,green,266.2276287995619,0.0,284.33642455742313,11.260910570160048
36,1.2,red,335.6601448876906,176.673259977381,350.7874548739365,193.4947271953103
36,1.2,green,333.3974556505152,38.67982404161204,351.7675650474972,53.392032552448924
36,1.2,green,264.4006456062609,64.98083067881399,282.9134835792705,85.34469375157943
36,1.2,green,283.44421699845316,43.22712926186169,298.8573518835698,56.57437442480139
36,1.2,green,268.0523804727544,15.434862497300257,287.42300442025646,41.44461230922439
36,1.2,brown,346.56008002552187,32.520376064440725,367.0903591355858,46.78914619185076
36,1.2,brown,280.05652414453897,22.91873509000991,298.68838780101015,41.38912803438385
36,1.2,green,266.5120046780401,0.0,284.7169378685423,14.174769083460987
37,1.2333333333333334,red,335.81605049867505,182.896856164232,350.5250400152805,199.9076603349953
37,1.2333333333333334,green,333.42971422704625,42.19596172624332,351.2944981297576,55.71351193739819
37,1.2333333333333334,green,264.452747013172,69.53183800624747,282.1890850398326,89.96612530878552
37,1.2333333333333334,green,283.46368813382986,46.502773011541365,298.831952523148,60.25877950094356
37,1.2333333333333334,green,267.4613918487363,19.02233127461978,288.2499883269654,45.12051464216902
37,1.2333333333333334,brown,346.89073537675625,37.55191090119128,367.20190238878075,50.63399427367622
37,1.2333333333333334,brown,279.9582800687911,27.857660717358435,298.6339691773139,46.3742912675417
37,1.2333333333333334,green,266.9842601511351,1.4171125009253238,285.18612154086816,17.503439994486808
37,1.2333333333333334,green,269.1959179084881,0.0,279.5422124893337,0.0
38,1.2666666666666666,red,335.8429155766482,189.11251872411387,349.80201954725914,206.3519610294982
38,1.2666666666666666,green,332.802676923959,44.6149449217425,351.13657734371884,59.23149415560386
38,1.2666666666666666,green,264.23845695335694,74.15534463505615,282.34335423724065,94.57484933204414
38,1.2666666666666666,green,283.262485408932,50.180367066488145,298.6718151668641,63.59335937724511
38,1.2666666666666666,green,266.9441493745742,22.70128838782902,288.3087389867702,48.77844985015635
38,1.2666666666666666,brown,347.08669211494936,41.756682223679974,367.515176943158,55.40283489329791
38,1.2666666666666666,brown,279.97645576417284,33.02183293885547,298.33413147291964,51.20383874728195
38,1.2666666666666666,green,267.4080704566639,4.565239339504759,285.5746006303412,20.99343267063601
38,1.2666666666666666,green,269.0944554331162,0.0,279.06548242702877,0.0
39,1.3,red,336.04600397317967,195.42931405293257,349.432385777958,212.76927647536598
39,1.3,green,332.63021456906546,47.956362291854376,350.686552152121,61.897419057464404
39,1.3,green,264.0137938879783,78.81857764098044,282.4841858787705,99.19047202427171
39,1.3,green,282.98908907602834,53.362818609933555,298.2689194437047,67.47280949435813
39,1.3,green,267.5441099708245,26.38899463719395,287.3880754067703,52.44794867111359
39,1.3,brown,347.31523584897496,46.12920012873235,367.7890363421672,60.03000634134689
39,1.3,brown,279.6892048324866,37.968322877415794,298.16147984476703,56.2706876882316
39,1.3,green,267.7748391843631,7.728204170632475,285.8556269777296,24.53404815084904
39,1.3,green,268.02743961622014,0.0,279.30986186321843,0.13348011114626068
40,1.3333333333333333,red,335.87804552360234,201.83226905479802,349.3034389883938,219.16710772114232
40,1.3333333333333333,green,332.6544241026862,51.66696548002932,350.0545615204501,64.24737938976315
40,1.3333333333333333,green,264.21949662967404,83.43655430465469,282.35908759414474,103.85306531850958
40,1.3333333333333333,green,282.62565053951016,57.11359820270272,298.0063551783346,70.79356295117253
40,1.3333333333333333,green,268.40962566100103,30.198992015143528,286.6838710460574,56.03060047357222
40,1.3333333333333333,brown,347.5103560377281,50.966616408926235,367.85879735225114,64.21660020367365
40,1.3333333333333333,brown,279.5776370435281,42.801096202418265,298.4413456069046,61.516626814695016
40,1.3333333333333333,green,267.96727780892894,11.202618207382512,286.1021419160374,27.80093138228817
40,1.3333333333333333,green,268.2270488060571,0.0,278.76428988866684,3.8616332037847343
41,1.3666666666666667,red,335.50262376491725,208.308693573111,349.25603960296377,225.59072803831623
41,1.3666666666666667,green,332.8275271804572,55.366006459080864,349.5230107439263,66.67687141699412
41,1.3666666666666667,green,263.6721696780138,88.12191200727946,282.2473684656835,108.47292255192761
41,1.3666666666666667,green,282.3786754472069,61.00221037954089,297.79510821169083,74.0504493528156
41,1.3666666666666667,green,268.97109089897765,34.094620862359406,285.7585472487003,59.56361255649925
41,1.3666666666666667,brown,347.7273905099485,56.1856722481757,367.7218486111796,68.07725301016697
41,1.3666666666666667,brown,279.66105356181214,47.98183604743357,298.26605170057263,66.42390584719159
41,1.3666666666666667,green,268.3100551403503,14.77932592787303,286.50148215298213,31.006901936963637
41,1.3666666666666667,green,268.239099367448,0.0,278.4466852924125,7.694185816126875
41,1.3666666666666667,brown,298.20215064711124,0.0,321.8433390724589,1.088113894377491
42,1.4,red,335.4148601275816,214.7733343432063,348.7218267916536,232.1230046258825
42,1.4,green,332.20812835897976,58.0037339651376,349.40359010560036,70.20026554096418
42,1.4,green,263.6431219953358,92.79437054585108,282.136090418768,113.16206400026167
42,1.4,green,282.4830831849042,64.87294117960961,297.8587751017827,77.39793846760897
42,1.4,green,269.24374230921404,37.906392988417196,285.64792767184,63.26237791738481
42,1.4,brown,347.8481920762325,61.366451280304304,367.42137361256516,72.0064658880322
42,1.4,brown,279.82757790343874,53.04654357166968,298.4003067875409,71.45461371402557
42,1.4,green,268.7342923422022,18.1473810452146,286.90982713835064,34.5138746701887
42,1.4,green,268.279964746096,0.0,277.951855873131,11.524294636555208
42,1.4,brown,298.52114506337864,0.0,321.49774983915813,6.189901274368467
43,1.4333333333333333,red,334.70435194712564,221.40247357102672,348.9713575651405,238.56298215005162
43,1.4333333333333333,green,332.21926000892506,61.695718101112156,348.71641679694415,72.67166154653675
43,1.4333333333333333,green,263.4121214060056,97.47436230514124,281.7946739554696,117.86111755115961
43,1.4333333333333333,green,282.1744472436386,68.37277255306672,297.5769625305711,81.15683175264196
43,1.4333333333333333,green,269.47611921691424,41.731871912281825,285.6650231359393,67.02117531741816
43,1.4333333333333333,brown,347.5761009240033,65.4971916940943,367.4668941269001,77.05619094583203
43,1.4333333333333333,brown,279.8538270839778,58.09303918641106,298.48363877804644,76.56126828087449
43,1.4333333333333333,green,268.83200424948416,21.93407475331609,287.0374170892628,37.647963854874455
43,1.4333333333333333,green,267.89342744789957,0.0,277.95883156580845,15.585432023730764
43,1.4333333333333333,brown,298.0817805980486,0.0,321.41835311326867,10.754171479747772
44,1.4666666666666666,red,333.9055183238199,228.1580082812463,349.07729609451707,244.95615228078182
44,1.4666666666666666,green,331.7149457359631,64.40234488182749,348.65893285091187,76.1452358051122
44,1.4666666666666666,green,263.3751645831089,102.14635253699711,281.21328466588136,122.57949372902104
44,1.4666666666666666,green,282.17178699518956,72.09337175717403,297.56472662228396,84.77063583126852
44,1.4666666666666666,green,270.03841051669474,45.74886755454921,285.122778535919,70.6620548688121
44,1.4666666666666666,brown,347.8041075426501,70.21437883556041,367.62326097610816,81.55432697363796
44,1.4666666666666666,brown,279.7401073375698,63.034582946326836,298.6450503206167,81.79386251930798
44,1.4666666666666666,green,268.9111965000094,25.101366848746785,287.0871549191696,41.464731715323715
44,1.4666666666666666,green,267.5163896571395,0.0,277.69581480886336,19.588261381459006
44,1.4666666666666666,brown,297.81161004392044,0.0,321.289869661091,15.471665703380477
45,1.5,red,334.06799272583237,234.60317073818516,348.3704682663541,251.75332827620161
45,1.5,green,332.0159110035878,68.1873298727321,348.1860153030283,78.62734262978547
45,1.5,green,263.75948388807086,106.8892799115045,280.94651883686623,127.2966616620098
45,1.5,green,282.05320434603016,75.9689049852046,297.40312393137026,88.3119906507354
45,1.5,green,270.03740495711327,49.61869866341832,285.05630120379783,74.50789231763042
45,1.5,brown,347.48467047053424,74.32230808657474,367.6099176728787,86.66656181801085
45,1.5,brown,279.504459540129,68.20028511173263,298.34876044718953,86.8952416397862
45,1.5,green,269.33340550762466,28.988593791022208,287.5373015886091,44.661134135801674
45,1.5,green,267.3602896122872,1.757155593522583,277.13506428515296,23.526403413652112
45,1.5,brown,298.2696552972589,0.0,320.78944691267026,20.773924355389035
46,1.5333333333333334,red,333.9849240657778,241.17736883099593,347.75316777760634,258.4565874076321
46,1.5333333333333334,green,331.2370498808993,70.70748757836752,348.16300149734064,82.41851512667183
46,1.5333333333333334,green,263.48818872266867,111.6491924442151,280.83679687880766,132.06984535168496
46,1.5333333333333334,green,281.7762766072043,79.6132530722231,297.1533184097534,92.14899266803315
46,1.5333333333333334,green,268.9787799101897,53.27134219028621,285.5081256542478,78.66504527295966
46,1.5333333333333334,brown,347.4170056814037,79.15173228974413,367.4338738680135,91.11799439719587
46,1.5333333333333334,brown,279.2161656745352,73.35888267696826,298.059876789545,92.05321413242892
46,1.5333333333333334,green,269.319245967243,32.4433681911796,287.5264766041237,48.37886155120637
46,1.5333333333333334,green,266.9916918426386,5.757429407882924,277.0811724169165,27.6626870830546
46,1.5333333333333334,brown,298.84950900648187,1.6536340952688047,320.1056679961433,26.002117880359833
47,1.5666666666666667,red,333.8259639898723,247.81705359350426,347.11814626019384,265.1684256873886
47,1.5666666666666667,green,330.88573531066265,73.86125924927632,347.84190158898855,85.6257149515371
47,1.5666666666666667,green,263.26128646466077,116.41599142458136,281.1122703529087,136.84883565445256
47,1.5666666666666667,green,281.6079327741087,83.82977204704697,296.81874255024184,95.49453458219126
47,1.5666666666666667,green,269.892035757982,57.536050335436826,284.4720266832616,82.25974836689967
47,1.5666666666666667,brown,347.415073524123,83.12717436627388,367.77677986129055,96.43914010113066
47,1.5666666666666667,brown,279.49019158596144,78.91205937676789,297.6047545771873,96.83944793282295
47,1.5666666666666667,green,269.511342590447,36.44987511406291,287.6613049399926,51.54945459687411
47,1.5666666666666667,green,266.96282059208227,9.91301350533623,276.8331944424534,31.723972018009874
47,1.5666666666666667,brown,299.1997860973216,6.371284912155129,319.784390122502,31.000703927453106
48,1.6,red,333.18410185101607,254.55477319484277,346.85617861889887,271.85157520894376
48,1.6,green,331.1146719506954,77.71714649881828,347.3210603817291,88.2156997965471
48,1.6,green,263.4898771437833,121.25615043341105,280.21102198559544,141.6036688164417
48,1.6,green,281.66398215792935,87.6360553942403,296.885080350724,99.34243956427714
48,1.6,green,270.47439372805667,61.82685707251282,283.3516207159045,85.83684311066598
48,1.6,brown,347.3023755211271,87.07010600258448,367.8921056254598,101.84957831811352
48,1.6,brown,279.70594569847975,84.22632323152425,297.6251212306085,101.94968594883912
48,1.6,green,269.600245785793,39.63168421638506,287.8073060792207,55.57655123502962
48,1.6,green,265.8817167148643,13.797642169404563,277.0324011267319,36.133227048366095
48,1.6,brown,298.46560413783675,11.56431112799834,320.36320792684694,35.56456583078041
49,1.6333333333333333,red,332.89931292074584,261.3456958111035,347.22470437507366,278.48902043364603
49,1.6333333333333333,green,330.7314477120786,80.44770787946163,347.5324404487315,91.9402083743214
49,1.6333333333333333,green,263.2994714443731,126.09246836929334,279.8368641298907,146.40844254357847
49,1.6333333333333333,green,281.53096217346183,91.63846039025184,296.6698640659914,103.03249584140154
49,1.6333333333333333,green,269.96251220405554,65.66431454320194,283.3785086463546,89.91188826388382
49,1.6333333333333333,brown,347.28562277622336,91.68553482708134,367.8884954593981,106.61702986321009
49,1.6333333333333333,brown,279.4414212785602,89.3227773573451,297.6189592858822,107.31603522139318
49,1.6333333333333333,green,269.9949224330051,43.55414069015527,288.1777459775215,58.92607594061955
49,1.6333333333333333,green,266.22735070363876,18.216187428567643,276.1805765967399,40.063017264230965
